, Authors,Quotes,Likes,Tags
19,"ياسر حارب,",“ليس بالضرورة أن تكون عظيما لكي تحلم ولكن عليك أن تحلم لكي تكون عظيما”,11,['motivational']
20,"ياسر حارب,",“إن من يُحب يُهدي ومن يُهدي يحب وخير هدية هو الحب ذاته، فهو البقاء بعد الرحيل وهو الحياة بعد الموت وهو الكلمة التي لا تحتاج إلى قاموس”,11,['motivational']
21,"Jolene Stockman,","“There is no real world, just the one you create.”",9,"['inspirational,', 'motivational,', 'world-domination']"
22,Lailah Gifty Akita,“Do not allow hate to take root in your heart.”,9,"['hate,', 'love,', 'motivational,', 'pure-heart,', 'wise-words']"
23,John Paul Warren,“Leaders in OVER their heads is the mere result of getting ahead of their intended SEASON.”,8,"['bible,', 'church,', 'inspirational,', 'john-paul,', 'john-paul-warren,', 'john-warren,', 'leadership,', 'motivational,', 'pastor-john-paul-warren,', 'pastors,', 'religious,', 'speakers,', 'spiritual']"
24,"Steve Maraboli,","“The word ""seek"" is a verb. Are you treating it as such in your life? If you seek change, success, or love, DO it - BE it!”",8,"['action,', 'change,', 'inspirational,', 'life,', 'love,', 'motivational,', 'seek,', 'success,', 'verb']"
25,"Steve Maraboli,",“How would your life be different if...you had a plan of action towards your goals? Let today be the day...You stop allowing your days to be stolen by busy nothingness and take calculated steps towards your goals.”,7,"['action,', 'goals,', 'life,', 'motivational,', 'plan,', 'success']"
26,Jack Dempsey,“A champion is someone who gets up when he can't.”,6,"['inspirational,', 'life-lessons,', 'motivational,', 'resilience,', 'toughness']"
27,"Saundra Dalton-Smith,",“Your only limitations are the ties you allow to bind you.”,4,"['inspirational,', 'motivational']"
28,"Gordana Biernat,",“You do not become outstanding by working on your weaknesses.,4,"['change,', 'creation,', 'focus,', 'frequency,', 'inspirational,', 'motivational,', 'oneness,', 'reality,', 'strenght,', 'vibration']"
29,Lailah Gifty Akita,“The lion never fears to walk alone.”,4,"['alone,', 'fearless,', 'lion,', 'motivational,', 'walk,', 'wise-words']"
0,Teresa Mummert,“Never let the opinion of another affect your opinion of yourself.”,142,"['insperational-thoughts,', 'motivational,', 'self-esteem,', 'self-worth']"
1,Deborah Day,"“Encourage, lift and strengthen one another. For the positive energy spread to one will be felt by us all. For we are connected, one and all.”",60,"['connections,', 'encourage,', 'friendship,', 'kindness,', 'motivational,', 'support']"
2,Victoria Addino,"“Always strive to aim for the highest peak of the goals in life you have set, this way if you manage to reach even half way toward a goal, landing in the middle is not such a bad place to end up.”",51,"['aspirations,', 'inspirational,', 'motivation,', 'motivational,', 'positive,', 'positive-attitude,', 'positive-thinking']"
3,"Amit Kalantri,","“Someone needs to fight, someone needs to sacrifice, someone needs to inspire, someone needs to be a hero.”",35,"['hero,', 'heroes,', 'heroism,', 'human,', 'humans,', 'inspiration,', 'inspirational,', 'inspirational-quotes,', 'motivation,', 'motivational,', 'motivational-quotes']"
4,"Steve Backley,","“Success is a decision, not a gift.”",32,"['12-rules-for-success,', 'allegorical,', 'enhanced-performance,', 'inspirational,', 'life-changing,', 'mind-body-spirit,', 'motivational,', 'new-thought,', 'olympic,', 'olympic-story,', 'olympics,', 'positivity,', 'self-help,', 'self-help-book,', 'spiritual-story,', 'steve-backley,', 'success,', 'the-champion-in-all-of-us']"
5,"Steve Maraboli,",“To embark on the journey towards your goals and dreams requires bravery. To remain on that path requires courage. The bridge that merges the two is commitment.”,32,"['bravery,', 'bridge,', 'commitment,', 'courage,', 'dreams,', 'goals,', 'happiness,', 'inspirational,', 'journey,', 'life,', 'motivational']"
6,"Stephen Richards,","“If you take any step, no matter how small it is, towards achieving your dreams then you will surely find the right path and reach the abundance that lies in store for you.”",28,"['law-of-attraction,', 'mind-body-spirit,', 'mind-power,', 'money,', 'motivational,', 'new-age,', 'new-thought,', 'positive-thinking,', 'self-empowerment,', 'self-help,', 'self-help-book,', 'self-improvement,', 'self-motivation,', 'stephen-richards,', 'wealth,', 'wealth-creation,', 'worthy']"
7,"Stephen Richards,","“With every challenge you face, there is an opportunity hidden that will lead you towards the path of wealth and abundance.”",27,"['law-of-attraction,', 'mind-body-spirit,', 'mind-power,', 'money,', 'motivational,', 'new-age,', 'new-thought,', 'opportunity-quotes,', 'positive-thinking,', 'self-empowerment,', 'self-help,', 'self-help-book,', 'self-improvement,', 'self-motivation,', 'stephen-richards,', 'wealth,', 'wealth-creation']"
8,"Stephen Richards,","“Limitations are like mirages created by your own mind. When you realise that limitation do not exist, those around you will also feel it and allow you inside their space.”",26,"['law-of-attraction,', 'mind-body-spirit,', 'mind-power,', 'money,', 'motivational,', 'new-age,', 'new-thought,', 'positive-thinking,', 'self-empowerment,', 'self-help,', 'self-help-book,', 'self-improvement,', 'self-motivation,', 'stephen-richards,', 'wealth,', 'wealth-creation,', 'worthy']"
9,"Stephen Richards,","“When you are drowned by your sorry state, and you feel as if you are carried away from the road that leads to your desires, you should know that you are the one responsible for being led away from the right path.”",19,"['law-of-attraction,', 'mind-body-spirit,', 'mind-power,', 'money,', 'motivational,', 'new-age,', 'new-thought,', 'positive-thinking,', 'self-empowerment,', 'self-help,', 'self-help-book,', 'self-improvement,', 'self-motivation,', 'stephen-richards,', 'wealth,', 'wealth-creation,', 'worthy']"
10,"Criss Jami,","“The power of hope! Even a lack of ambition can, for a time, pay off as a necessary facet, as long as hope outweighs it.”",18,"['ambition,', 'despair,', 'despair-hope,', 'encouraging,', 'facet,', 'hope,', 'inspiration,', 'inspirational,', 'motivational,', 'outweigh,', 'phases,', 'power,', 'purpose,', 'recovery,', 'retrospect,', 'time']"
11,Amit Kalantri,"“Love' is the only weapon I have, I will defend with love, I will attack with love.”",18,"['attack,', 'defend,', 'defense,', 'defensiveness,', 'human,', 'humans,', 'inspiration,', 'inspirational,', 'inspirational-quotes,', 'love,', 'love-quotes,', 'motivation,', 'motivational,', 'motivational-quotes,', 'philosophy,', 'respect,', 'war,', 'weapon,', 'wisdom,', 'wisdom-quotes']"
12,Ashish Patel,“Formal education and current position can define your worthiness. What makes you extraordinary is defined by your attitude towards others.”,17,"['attitude,', 'attitude-toward-life,', 'behavior,', 'down-to-earth,', 'extraordinary,', 'humbleness,', 'motivational,', 'success,', 'successful-living,', 'worthiness']"
13,"Steve Maraboli,","“Get out of your own way… stop the paralysis by analysis… decide what you want, create a simple plan, and get moving!”",16,"['action,', 'happiness,', 'life,', 'motivational,', 'move,', 'paralysis,', 'plan,', 'success']"
14,"Stephen Richards,","“The Jedi is a practitioner of mind mastery. He realizes that whatever they are experiencing, they are creating and that they can change their lives in an instant by changing their thoughts, their focus and the way they are observing and engaging the energy of the world around them and the people who they’ve invited into their lives to play whatever roles they’ve chosen them to play.”",12,"['confidence,', 'confident,', 'empowerment,', 'jedi,', 'motivational,', 'self-confidence,', 'self-confident,', 'self-help,', 'stephen-richards']"
15,"Stephen Richards,","“Jedi are always assessing situations, actions and possibilities. Jedi don’t just think outside of the box with the help from the Force, they also adapt to situations outside of the box!”",12,"['confidence,', 'confident,', 'empowerment,', 'jedi,', 'motivational,', 'self-confidence,', 'self-confident,', 'self-help,', 'stephen-richards']"
16,"Stephen Richards,","“Jedi are conversationalists and negotiators, bringing people together and solving problems. Jedi listen and feel to what others are saying.”",12,"['confidence,', 'empowerment,', 'jedi,', 'motivational,', 'self-confidence,', 'self-help']"
17,"Stephen Richards,",“The gratitude that you feel leads to faith in the abundance and with every resonance that radiates from your mind more strong feelings of faith start to reside in you.”,12,"['law-of-attraction,', 'mind-body-spirit,', 'mind-power,', 'money,', 'motivational,', 'new-age,', 'new-thought,', 'positive-thinking,', 'self-empowerment,', 'self-help,', 'self-help-book,', 'self-improvement,', 'self-motivation,', 'stephen-richards,', 'wealth,', 'wealth-creation,', 'worthy']"
18,"Stephen Richards,",“In reality there are no limitations. They are vibrant and changeable to whatever form you want them to take to realise your goals.”,12,"['law-of-attraction,', 'mind-body-spirit,', 'mind-power,', 'money,', 'motivational,', 'new-age,', 'new-thought,', 'positive-thinking,', 'self-empowerment,', 'self-help,', 'self-help-book,', 'self-improvement,', 'self-motivation,', 'stephen-richards,', 'wealth,', 'wealth-creation,', 'worthy']"
19,Erin Hanson,"“what if I fall? oh, my darling, but if you fly?”",12,"['motivational,', 'poetry']"
20,Kenneth Hildebrand,“Strong lives are motivated by dynamic purposes.”,10,"['inspirational,', 'lives,', 'motivational,', 'purpose']"
21,Ryan Lilly,“The choice to make good choices is the best choice you can choose. Fail to make that choice and on most choices you will lose.”,9,"['choice,', 'choice-quotes,', 'choices,', 'choices-and-attitude,', 'choices-and-consequences,', 'choices-choice,', 'choose,', 'choose-our-own-destiny,', 'choosing,', 'inspiration,', 'inspirational,', 'motivation,', 'motivational,', 'motivational-quotes,', 'self-awareness,', 'self-improvement,', 'success,', 'success-quotes,', 'wisdom-quotes,', 'wise,', 'wise-words']"
22,"Santosh Avvannavar,",“Train up a child in such a way she or he should go; even when she or he is old she or he will not depart' Proverb”,9,"['child,', 'direction,', 'encouragements,', 'inspirational,', 'motivational,', 'training']"
23,"Stephen Richards,","“When you act on your beliefs, the realisation that happens is caused by you and this will in turn lead to a consequence.”",8,"['law-of-attraction,', 'mind-body-spirit,', 'mind-power,', 'money,', 'motivational,', 'new-age,', 'new-thought,', 'positive-thinking,', 'self-empowerment,', 'self-help,', 'self-help-book,', 'self-improvement,', 'self-motivation,', 'stephen-richards,', 'wealth,', 'wealth-creation,', 'worthy']"
24,rvm,"“You spend your TIME to make a DIME. You lose your HEALTH to make your WEALTH, but at the end it is FUNNY because you leave back all your MONEY.”",8,"['bliss,', 'fulfillment,', 'happy,', 'health,', 'inspirational,', 'motivational']"
25,"Santosh Avvannavar,",“Life would have been beautiful if there weren't any problems.”,8,"['inspirational,', 'motivational,', 'thought-provoking,', 'thoughts-on-life']"
26,Santosh Avvannavar,"“We often fail to see that there is an invisible wall in a relationship - Cord 10, In Between Us!”",7,"['aspiration,', 'cord,', 'inspirational,', 'motivational,', 'umbilical']"
27,David Kofi Awusi,"“Everyday of your life is a another lesson. If you learn the lesson well and apply it; whether positive or negative, you determine what happens in your tomorrow.”",6,"['christian,', 'inspiration,', 'life-skills,', 'motivational']"
28,Santosh Avvannavar,"“People often try to distinguish between personal and professional life, but they end failing - Cord 8 : Are we Computers?”",6,"['inspirational,', 'motivational,', 'self-help']"
29,"Dean King,",“[...] what's the use of lying down to die as long as we can stand up and walk.”,4,"['endurance,', 'motivational,', 'perseverance,', 'will-to-live']"
0,Robert Frost,“What is done is done for the love of it- or not really done at all.”,47,"['inspirational,', 'love,', 'motivational,', 'passion']"
1,"Stephen Richards,","“Your core, lying deep within you, is what makes you what you are. Some call it the soul, the Higher Self, the true self, the being and so on. The name is unimportant once you realize that you are more than your looks and outward appearance.”",27,"['confidence,', 'confident,', 'empowerment,', 'jedi,', 'motivational,', 'self-confidence,', 'self-confident,', 'self-help,', 'stephen-richards']"
2,Steve Pavlina,“Your environment will eat your goals and plans for breakfast.”,25,"['change,', 'inspirational,', 'inspirational-quotes,', 'life-lessons,', 'motivational,', 'power,', 'success,', 'work']"
3,"Steve Maraboli,","“Stop allowing your outdated ideas to hinder your progress. How would your life be different if you became open to new information that can refine, improve, enhance your way of thinking, and empower your way of living?”",23,"['empower,', 'enhance,', 'hinder,', 'ideas,', 'improve,', 'information,', 'inspirational,', 'life,', 'living,', 'motivational,', 'oudated,', 'progress,', 'refine,', 'thinking']"
4,"Stephen Richards,","“If someone does not consider those around them to be valuable and hold only themselves in high regard, they too have a very bad self-esteem.”",23,"['cosmic,', 'cosmic-ordering,', 'law-of-attraction,', 'mind-body-spirit,', 'mind-power,', 'money,', 'motivational,', 'new-age,', 'new-thought,', 'positive-thinking,', 'self-empowerment,', 'self-esteem,', 'self-help,', 'self-help-book,', 'self-improvement,', 'self-motivation,', 'stephen-richards,', 'wealth,', 'wealth-creation,', 'worthy']"
5,Mario Quintana,“POEMINHA DO CONTRA,21,"['inspirational,', 'motivational']"
6,"Asa Don Brown,",“Pure happiness and peace are at their peak when your body is in harmony with itself.”,19,"['attitude,', 'freedom,', 'inspirational,', 'motivational,', 'psychology,', 'spirituality']"
7,"ياسر حارب,",“البسطاء لا يحبون الأضواء ولا يشعرون بالحاجة إليها فالضوء المنبعث في داخلهم يكفيهم ويشعرهم بأنهم أهم من يعيش على الكرة الأرضية دون أن يصيبهم ذلك بداء الغرور”,17,['motivational']
8,"Jerry Weintraub,",“Every minute doing one thing is a minute not doing something else. Every choice is another choice not made another path grown over lost.”,15,['motivational']
9,"Stephen Richards,","“If we can acquire an attitude of self-belief, then we will surely determine our future actions and our future life opportunities.”",15,"['cosmic,', 'cosmic-ordering,', 'law-of-attraction,', 'mind-body-spirit,', 'mind-power,', 'money,', 'motivational,', 'new-age,', 'new-thought,', 'positive-thinking,', 'self-empowerment,', 'self-esteem,', 'self-help,', 'self-help-book,', 'self-improvement,', 'self-motivation,', 'stephen-richards,', 'wealth,', 'wealth-creation,', 'worthy']"
10,"ياسر حارب,",“إن كثرة تفكيرنا في آلامنا تحيلها إلى واقع حتى وإن كانت وهماً وتضخّمها في أعيننا رغم ضآلتها أحياناً .. ألم تتساءل لماذا لا تموت القردة المصابة بمرض الإيدز بسرعة؟ الجواب هو لأنها لا تعلم بأنها مريضة”,14,['motivational']
11,John Paul Warren,“Life seems to be fashioned and formed best out of the obstacles that seem unbearable.”,13,"['bible,', 'church,', 'inspirational,', 'leadership,', 'motivational,', 'pastors,', 'religious,', 'speakers,', 'spiritual']"
12,John Paul Warren,"“There are two kinds of leaders, cowboys and Shepherds. Cowboys drive and Shepherds lead.”",11,"['christian,', 'john-paul,', 'john-paul-warren,', 'leadership,', 'motivational,', 'pastor-john-paul-warren,', 'sozo,', 'the-refuge-austin,', 'voice-of-the-nations']"
13,Pablo,“Second half of the year starts NOW July 1st with the next 6 months being MORE important than the last 6 months. I Your Name promise to do all that I can to achieve my Goal . I will not sit on a corner wait I will seek my opportunity. I promise to go after my Goal with passion knowing that the clock is ticking… Sign and date”,11,"['believe,', 'confidence,', 'enthusiasm,', 'goals,', 'inspiration,', 'inspirational,', 'motivational,', 'opportunity,', 'passion,', 'plan,', 'time']"
14,"Steve Maraboli,","“While spirituality provides an efficient and endless fuel for your mind and body, you must burn that fuel with human action towards your goals, dreams, and desires.”",11,"['action,', 'body,', 'desires,', 'dreams,', 'efficient,', 'fuel,', 'goals,', 'inspirational,', 'life,', 'mind,', 'motivational,', 'spirituality,', 'success']"
15,John Paul Warren,"“I have not learned a single lesson, been inspired or impacted by another person’s life void of negative experiences.”",10,"['bible,', 'church,', 'inspirational,', 'leadership,', 'motivational,', 'pastors,', 'religious,', 'speakers,', 'spiritual']"
16,Steve Maraboli,"“It's not about what I SEE for our future, or humanity; It's about what I DO for our future and humanity.”",10,"['action,', 'future,', 'humanity,', 'inspiration,', 'making-a-difference,', 'motivational']"
17,"Stephen Richards,","“Humans, unlike Jedi, are powerfully afraid of rejection. We do not survive well alone, so humans as a species are especially vulnerable to thoughts that make us afraid the rest of the “tribe” will desert us to die a sad, lonely death.”",10,"['confidence,', 'empowerment,', 'jedi,', 'motivational,', 'self-confidence,', 'self-help']"
18,"Stephen Richards,","“Gone are the days when 19-inch biceps would once command respect. A Jedi doesn’t walk around with their arms flexed and with a thousand yard stare in their eyes. They walk with a good posture, their head held high and with a serious, yet friendly, look on their face.”",10,"['confidence,', 'confident,', 'empowerment,', 'jedi,', 'motivational,', 'self-confidence,', 'self-confident,', 'self-help,', 'stephen-richards']"
19,"ياسر حارب,",“الظلال تمنحنا الراحة وكثرتها تمنحنا الخمول”,9,['motivational']
20,John Paul Warren,“Small thinking and big dreams is an oxymoron”,8,"['austin-texas,', 'central-christian-church,', 'john-paul-warren,', 'leadership,', 'motivational,', 'sozo-life,', 'the-refuge-austin']"
21,"ياسر حارب,",“الحياة دون أحلام هي حياة مؤلمة بلا شك”,8,['motivational']
22,John Paul Warren,“The real architect of a life is the hard and almost impossible circumstances one faces.”,7,"['bible,', 'church,', 'inspirational,', 'leadership,', 'motivational,', 'pastors,', 'religious,', 'speakers,', 'spiritual']"
23,"Steve Maraboli,",“How would your life be different if...You didn’t wait for someone else to fix a problem or social issue? Let today be the day...You take up a cause that you feel in your heart and give your time and efforts towards that cause.”,7,"['cause-of-action,', 'helping,', 'inspirational,', 'life,', 'motivational,', 'social-issue']"
24,"Stephen Richards,",“Failing to make it to the list of the best 5 students in class or not being named the team captain should not make anyone feel like they have failed.”,7,"['cosmic,', 'cosmic-ordering,', 'law-of-attraction,', 'mind-body-spirit,', 'mind-power,', 'money,', 'motivational,', 'new-age,', 'new-thought,', 'positive-thinking,', 'self-empowerment,', 'self-esteem,', 'self-help,', 'self-help-book,', 'self-improvement,', 'self-motivation,', 'stephen-richards,', 'wealth,', 'wealth-creation,', 'worthy']"
25,"Stephen Richards,","“Tap into ‘The Force’ and soon, at any given time that you need that extra shot of high octane confidence; you will soon be like a Jedi Master at this technique.”",7,"['confidence,', 'empowerment,', 'jedi,', 'motivational,', 'self-confidence,', 'self-help']"
26,Wes Nisker,“We don't have to take our personality so personally.”,6,"['motivational,', 'self']"
27,Gabbriella Conte,“Live Life Fully & Abundantly”,4,"['health,', 'inspirational,', 'life,', 'motivational']"
28,Dean Cumings,"“For young adults,the growth from silly to serious can be very fast, indeed.”",4,['motivational']
29,Destiny Booze,"“How far can your imagination take you? I don't know. That's up to you, but I think you should find out.”",3,"['imagination,', 'inspirational,', 'motivational']"
0,Curtis Tyrone Jones,“You can't,41,"['dreaming,', 'dreaming-big,', 'dreams,', 'giving-up,', 'hafiz,', 'happiness,', 'inspirational,', 'life,', 'life-lessons,', 'motivational,', 'perseverance,', 'persistence,', 'poetry,', 'purpose,', 'rhonda-byrne,', 'rumi,', 'self-love,', 'tony-robbins,', 'vision,', 'wisdom']"
1,"Suzy Kassem,","“If you can show people how to build castles, make sure you do not neglect building and nurturing your own.”",21,"['advice,', 'being,', 'build,', 'building,', 'career,', 'castles,', 'guru,', 'health,', 'inspirational,', 'life,', 'life-coach,', 'life-coaching-advice,', 'lifestyle,', 'living,', 'motivation,', 'motivational,', 'neglecting,', 'nurture,', 'protect,', 'religion,', 'spirituality,', 'success,', 'wealth']"
2,Ryan Lilly,"“Get off the treadmill of consumption, replication, and mediocrity. Begin lifting the weights of creativity, originality, and success.”",19,"['authentic,', 'business-advice,', 'business-quote,', 'business-quotes,', 'consumer,', 'consumption,', 'creation,', 'creative,', 'creativity,', 'lifting,', 'manufacture,', 'mediocre,', 'mediocre-minds,', 'mediocre-people,', 'mediocrity,', 'motivation,', 'motivational,', 'original,', 'originality,', 'replicate,', 'replication,', 'success,', 'treadmill,', 'weight-training,', 'weightlifting,', 'weights']"
3,Brittany Burgunder,"“It's the days you have every right to breakdown and fall apart, yet choose to show up anyway that matter most. Don't diminish the small steps that others can't see.”",19,"['choices,', 'growth,', 'inner-strength,', 'inspirational,', 'keep-going,', 'motivational,', 'progress,', 'recovery,', 'self-improvement,', 'strength']"
4,"Suzy Kassem,",“Momentum builds success.”,14,"['affirmation,', 'ambition,', 'aspiration,', 'attitude,', 'build,', 'building,', 'building-success,', 'dream,', 'drive,', 'energy,', 'focus,', 'goal,', 'inspiration,', 'inspirational,', 'momentum,', 'motivation,', 'motivational,', 'rest,', 'success,', 'suzy-kassem,', 'thickness']"
5,R. N. Prasher,"“Like everything else, we know the futility of money only when we have more than enough of it.”",11,"['contentment,', 'detachment,', 'diminishing-return,', 'lust,', 'money,', 'motivational']"
6,"Durgesh Satpathy,","“Nothing is permanent in my mysterious world, even my moments of belief - Jenifer”",10,"['depression,', 'grief,', 'inspirational,', 'life,', 'love,', 'motivational,', 'relationship']"
7,Amit Kalantri,"“Entertainment is temporary happiness, but the real happiness is permanent entertainment.”",9,"['21st-century-quotes,', 'amit-kalantri,', 'amit-kalantri-quotes,', 'entertainment,', 'happiness,', 'happy,', 'human,', 'humans,', 'inspiration,', 'inspirational,', 'inspirational-quotes,', 'joy,', 'modern,', 'modern-quotes,', 'motivation,', 'motivational,', 'motivational-quotes,', 'permanent,', 'philosophy,', 'real,', 'real-happiness,', 'recreation,', 'temporary,', 'time-pass,', 'wisdom,', 'wisdom-quotes']"
8,"Amit Kalantri,","“Health is hearty, health is harmony, health is happiness.”",9,"['adage,', 'advertisement,', 'alliterations,', 'amit-kalantri,', 'amit-kalantri-quotes,', 'amit-kalantri-writer,', 'body,', 'book-writing,', 'catch-lines,', 'catchphrases,', 'characters,', 'creative-writing,', 'diseases,', 'doctors,', 'eating-habits,', 'essay,', 'exercise,', 'fruits,', 'happiness,', 'harmony,', 'health,', 'health-is-wealth,', 'healthy,', 'hearty,', 'illness,', 'inspirational,', 'knowledge,', 'motivational,', 'movie,', 'movie-dialogue,', 'novel-writing,', 'philosophy,', 'physical-health,', 'proverbs,', 'public-speaking,', 'quotes,', 'rhetoric,', 'script,', 'script-writing,', 'scriptwriting,', 'speech,', 'speechwriting,', 'story,', 'tag-lines,', 'well,', 'wisdom,', 'work-out,', 'writing']"
9,"Amit Kalantri,","“The decision is your own voice, an opinion is the echo of someone else's voice.”",9,"['adage,', 'advertisement,', 'alliterations,', 'amit-kalantri,', 'amit-kalantri-quotes,', 'amit-kalantri-writer,', 'blog,', 'blogging,', 'book-writing,', 'business-quotes,', 'catch-lines,', 'catchphrases,', 'characters,', 'creative-writing,', 'decision,', 'decision-making,', 'discussion,', 'dominate,', 'echo,', 'essay,', 'family,', 'inspirational,', 'knowledge,', 'motivational,', 'movie,', 'movie-dialogue,', 'novel-writing,', 'opinion,', 'philosophy,', 'proverbs,', 'public-speaking,', 'punchline,', 'quotes,', 'rhetoric,', 'script,', 'script-writing,', 'scriptwriting,', 'social-networking,', 'speech,', 'speechwriting,', 'story,', 'tag-lines,', 'take-decision,', 'voice,', 'wisdom,', 'writing']"
10,"Amit Kalantri,",“Common man's patience will bring him more happiness than common man's power.”,9,"['adage,', 'advertisement,', 'alliterations,', 'amit-kalantri,', 'amit-kalantri-quotes,', 'amit-kalantri-writer,', 'application,', 'assiduity,', 'blog,', 'blogging,', 'book-writing,', 'catch-lines,', 'catchphrases,', 'characters,', 'citizen,', 'civilian,', 'civilization,', 'common-man,', 'composure,', 'consideration-rarelonganimity,', 'creative-writing,', 'determination,', 'diligence,', 'doggedness,', 'endurance,', 'endurance-calmness,', 'equanimity,', 'equilibrium,', 'essay,', 'even-temper,', 'even-temperedness,', 'forbearance,', 'fortitude,', 'happiness,', 'imperturbability,', 'indefatigability,', 'indulgence,', 'inexcitability,', 'insistence,', 'inspirational,', 'kindness,', 'knowledge,', 'lenience,', 'motivational,', 'movie,', 'movie-dialogue,', 'novel-writing,', 'obstinacy,', 'patience,', 'perseverance,', 'persistence,', 'pertinacity,', 'philosophy,', 'power,', 'proverbs,', 'public-speaking,', 'punchline,', 'purposefulness,', 'quotes,', 'resignation,', 'resoluteness,', 'resolution,', 'resolve,', 'restraint,', 'rhetoric,', 'script,', 'script-writing,', 'scriptwriting,', 'self-restraint,', 'serenity,', 'singleness-of-purpose,', 'slogans,', 'social-networking,', 'speech,', 'speechwriting,', 'staying-power,', 'stoicism,', 'story,', 'sufferance,', 'tag-lines,', 'tenacity,', 'tolerance,', 'tranquillity,', 'understanding,', 'unexcitability,', 'voter,', 'wisdom,', 'writing']"
11,"Amit Kalantri,","“If you can't impress them with your argument, impress them with your actions.”",9,"['action,', 'actions,', 'adage,', 'advertisement,', 'alliterations,', 'amit-kalantri,', 'amit-kalantri-quotes,', 'amit-kalantri-writer,', 'argument,', 'arguments,', 'blog,', 'blogging,', 'book-writing,', 'catch-lines,', 'catchphrases,', 'characters,', 'creative-writing,', 'debate,', 'essay,', 'impress,', 'impression,', 'inspirational,', 'knowledge,', 'motivational,', 'movie,', 'movie-dialogue,', 'novel-writing,', 'philosophy,', 'proverbs,', 'public-speaking,', 'punchline,', 'quotes,', 'rhetoric,', 'sayings,', 'script,', 'script-writing,', 'scriptwriting,', 'slogans,', 'social-networking,', 'speak,', 'speaking,', 'speech,', 'speechwriting,', 'story,', 'tag-lines,', 'wisdom,', 'wit,', 'witty,', 'words,', 'writing']"
12,"Amit Kalantri,","“Mixing old wine with new wine is stupidity, but mixing old wisdom with new wisdom is maturity.”",8,"['adage,', 'advertisement,', 'alcohol,', 'alliterations,', 'amit-kalantri,', 'amit-kalantri-quotes,', 'amit-kalantri-writer,', 'blog,', 'blogging,', 'book-writing,', 'catch-lines,', 'catchphrases,', 'champagne,', 'characters,', 'creative-writing,', 'drinking,', 'essay,', 'expert,', 'guru,', 'inspirational,', 'intelligence,', 'knowledge,', 'knowledgeable,', 'mature,', 'matured,', 'maturity,', 'mix,', 'mixing,', 'mixture,', 'motivational,', 'movie,', 'movie-dialogue,', 'new,', 'new-wine,', 'novel-writing,', 'old,', 'old-wine,', 'philosophy,', 'proverbs,', 'prudence,', 'public-speaking,', 'punchline,', 'quotes,', 'rhetoric,', 'script,', 'script-writing,', 'scriptwriting,', 'social-networking,', 'speech,', 'speechwriting,', 'story,', 'stupidity,', 'tag-lines,', 'wine,', 'wisdom,', 'writing']"
13,Akash Mandal,“Dust sleeping on your bookshelf,8,"['anxiety,', 'burnout,', 'busy,', 'dare,', 'depression,', 'life,', 'message,', 'motivational,', 'speak,', 'stress']"
14,Earle Birney,“The Sun never sets. It is we who rise think to shine. ”,7,"['inspirational,', 'motivational']"
15,Amit Kalantri,“Killing a cruelty is not a cruelty.”,7,"['amit-kalantri,', 'amit-kalantri-quotes,', 'cruel,', 'cruelty,', 'gentle,', 'human,', 'humans,', 'humble,', 'humbleness,', 'inspiration,', 'inspirational,', 'inspirational-quotes,', 'kill,', 'killing,', 'love,', 'motivation,', 'motivational,', 'motivational-quotes,', 'philosophy,', 'polite,', 'politeness,', 'wisdom,', 'wisdom-quotes']"
16,Divyansh Mishra DM,"“If you believe ,you can.",7,"['divyansh-mishra-dm,', 'inspirational,', 'inspirational-quotes,', 'motivational']"
17,Kirtida Gautam,“Self -pity is the worst form of poison. It kills a person without the person realizing it ~ Aarush Kashyap”,6,"['aarush-kashyap,', 'mbti,', 'motivational,', 'teenagers,', 'yin-yang']"
18,"Mary Weber,",“Don't let him take who you are. Make him fear who you'll become.”,6,"['be-brave,', 'believe-in-yourself,', 'dont-give-up,', 'inspirational,', 'life-lessons,', 'motivational,', 'wisdom']"
19,Dipika Agarwal,“Best Way to Stay Happy is to be busy.”,6,"['happiness,', 'happiness-quotes,', 'happy-life-secrets,', 'life,', 'motivational,', 'motivational-inspirational,', 'motivational-quotes,', 'qotd,', 'thought-of-the-day,', 'thoughts']"
20,Lailah Gifty Akita,"“To become, you must first believe.”",6,"['achievement,', 'be,', 'become,', 'believe,', 'inner-strength,', 'motivational,', 'positive-outlook,', 'self-confidence']"
21,Henry Van Dyke,“The Sun-Dial at Wells College,5,['motivational']
22,Amit Kalantri,"“Let people be the pursuits of happiness, you be the pursuit of perfection.”",4,"['happiness,', 'happy,', 'human,', 'humans,', 'inspiration,', 'inspirational,', 'inspirational-quotes,', 'motivation,', 'motivational,', 'motivational-quotes,', 'people,', 'perfect,', 'perfection,', 'perfectionist,', 'philosophy,', 'pursue,', 'pursuit,', 'pursuit-of-happiness,', 'pursuit-of-happyness,', 'pursuits,', 'wisdom,', 'wisdom-quotes']"
23,Bob Proctor,"“You're going to find the people that make it work NEVER quit, quitting is NOT an option.”",4,"['inspirational,', 'motivational,', 'personal-development,', 'personal-growth,', 'quitting']"
24,"Dan Millman,",“You have tried to be superior in an ordinary realm. Now you must learn to be ordinary in a superior realm.”,3,"['inspirational,', 'motivational']"
